 11
 1 83012
 3038 600 321
 1206 1452 534 1
 1207 1453 572 25
 1208 1451 612 51
 1209 1451 652 6
 1210 1454 687 19
 1211 1453 731 36
 1212 1451 765 100
 1213 1452 805 74
 1214 1452 844 93
 1215 1452 880 53
 1216 1542 891 30
 1217 1537 809 17
 1218 1540 767 80
 1219 1542 727 33
 1220 1615 765 85
 1221 1576 708 87
 1222 1539 689 16
 1223 1533 647 77
 1224 1540 610 81
 1225 1539 573 100
 1226 1538 534 2
 1227 1518 455 50
 1228 1412 1054 42
 1229 1432 1073 85
 1230 1452 1056 36
 1231 1449 1093 38
 1232 1450 1132 7
 1233 1449 1172 47
 1234 1454 1210 51
 1235 1452 1252 97
 1236 1452 1289 52
 1237 1451 1324 70
 1238 1450 1366 71
 1239 1452 1406 56
 1240 1509 1206 55
 1241 1529 1291 45
 1242 1570 1055 93
 1243 1570 1092 72
 1244 1567 1131 18
 1245 1567 1171 40
 1246 1566 1209 91
 1247 1567 1251 22
 1248 1566 1290 94
 1249 1567 1322 86
 1250 1565 1370 84
 1251 1567 1405 74
 1252 1586 1232 28
 1253 1605 1190 43
 1254 1663 1171 66
 1255 1660 1089 47
 1256 1663 1056 33
 1257 1598 1995 28
 1258 1490 2080 44
 1259 1490 2121 45
 1260 1487 2157 60
 1261 1487 2198 86
 1262 1489 2235 46
 1263 1487 2274 17
 1264 1489 2314 74
 1265 1487 2351 21
 1266 1492 2393 11
 1267 1488 2429 32
 1268 1517 2196 76
 1269 1557 2215 33
 1270 1556 2078 88
 1271 1602 2079 34
 1272 1604 2118 7
 1273 1604 2074 70
 1274 1605 2199 89
 1275 1601 2237 5
 1276 1604 2272 21
 1277 1603 2316 46
 1278 1604 2355 67
 1279 1604 2391 5
 1280 1603 2427 69
 1281 1477 2491 3
 1282 1458 2546 21
 1283 1468 2613 50
 1284 1494 2552 16
 1285 1548 2553 35
 1286 1594 2544 20
 1287 1605 2494 88
 1288 1488 2659 77
 1289 1486 2703 15
 1290 1488 2735 5
 1291 1488 2776 74
 1292 1457 2775 57
 1293 1489 2813 4
 1294 1488 2855 65
 1295 1457 2890 65
 1296 1488 2893 3
 1297 1487 2932 35
 1298 1544 2775 7
 1299 1547 2699 99
 1300 1535 2668 98
 1301 1583 2660 39
 1302 1585 2701 80
 1303 1585 2738 87
 1304 1584 2777 45
 1305 1586 2815 21
 1306 1581 2852 88
 1307 1586 2894 75
 1308 1583 2933 19
 1309 1485 3010 30
 1310 1439 3046 72
 1311 1448 3124 28
 1312 1488 3085 11
 1313 1493 3124 61
 1314 1489 3162 62
 1315 1485 3201 94
 1316 1492 3244 78
 1317 1487 3279 6
 1318 1490 3316 57
 1319 1488 3357 71
 1320 1583 3065 26
 1321 1624 3107 45
 1322 1588 3102 24
 1323 1585 3146 60
 1324 1583 3182 94
 1325 1601 3205 95
 1326 1584 3223 42
 1327 1584 3258 65
 1328 1584 3300 3
 1329 1586 3341 46
 1330 1582 3373 87
 1331 1584 3417 90
 1332 1613 3420 78
 1333 1632 3435 1
 1334 1640 3473 12
 1335 1671 3463 94
 1336 1499 3493 84
 1337 1487 3528 62
 1338 1488 3570 89
 1339 1486 3596 56
 1340 1487 3643 81
 1341 1487 3685 66
 1342 1487 3722 22
 1343 1488 3763 4
 1344 1487 3800 11
 1345 1488 3841 6
 1346 1488 3878 96
 1347 1547 3703 62
 1348 1543 3742 70
 1349 1582 3572 35
 1350 1583 3604 57
 1351 1584 3648 81
 1352 1584 3686 64
 1353 1580 3722 24
 1354 1584 3764 57
 1355 1583 3801 25
 1356 1584 3842 87
 1357 1586 3878 87
 1358 1624 3861 28
 1359 1633 3901 19
 1360 1661 3889 22
 1361 1622 3648 93
 1362 1631 3607 84
 1363 1651 3568 29
 1364 1187 114 68
 1365 1225 83 33
 1366 1253 91 83
 1367 1283 86 44
 1368 1251 128 43
 1369 1249 163 9
 1370 1252 206 73
 1371 1230 225 82
 1372 1250 245 39
 1373 1287 243 68
 1374 1254 283 6
 1375 1254 324 21
 1376 1292 324 79
 1377 1319 48 76
 1378 1329 83 66
 1379 1327 126 41
 1380 1329 166 7
 1381 1329 204 8
 1382 1330 244 37
 1383 1329 284 13
 1384 1329 321 87
 1385 1396 68 50
 1386 1417 128 81
 1387 1415 167 51
 1388 1405 211 80
 1389 1366 265 45
 1390 1376 333 12
 1391 1415 327 73
 1392 1260 533 56
 1393 1260 571 71
 1394 1258 610 81
 1395 1259 648 3
 1396 1257 689 80
 1397 1259 727 93
 1398 1259 765 58
 1399 1258 804 77
 1400 1258 864 60
 1401 1297 611 39
 1402 1298 574 7
 1403 1298 531 18
 1404 1339 453 14
 1405 1337 493 23
 1406 1334 533 44
 1407 1335 573 50
 1408 1336 612 93
 1409 1336 650 26
 1410 1336 689 96
 1411 1337 733 20
 1412 1336 768 67
 1413 1335 803 85
 1414 1335 844 13
 1415 1333 885 80
 1416 1384 806 31
 1417 1279 990 37
 1418 1279 1062 88
 1419 1236 1135 87
 1420 1239 1174 74
 1421 1238 1210 7
 1422 1239 1250 13
 1423 1239 1288 55
 1424 1239 1329 5
 1425 1238 1364 71
 1426 1238 1408 79
 1427 1208 1406 29
 1428 1238 1444 85
 1429 1277 1193 39
 1430 1315 1152 36
 1431 1296 1319 9
 1432 1357 1068 41
 1433 1356 1130 11
 1434 1356 1172 43
 1435 1401 976 28
 1436 1395 1192 56
 1437 1359 1214 20
 1438 1375 1231 54
 1439 1357 1251 76
 1440 1354 1288 79
 1441 1353 1326 72
 1442 1357 1368 63
 1443 1356 1406 79
 1444 1051 88 49
 1445 1047 125 24
 1446 1049 170 68
 1447 1044 206 42
 1448 1046 246 44
 1449 1048 280 27
 1450 1046 322 52
 1451 1099 334 8
 1452 1106 127 63
 1453 1096 95 51
 1454 1136 86 87
 1455 1134 128 38
 1456 1132 162 81
 1457 1134 204 62
 1458 1135 247 29
 1459 1135 280 22
 1460 1136 322 81
 1461 1153 387 37
 1462 1182 339 54
 1463 1232 395 39
 1464 1036 456 40
 1465 1090 425 9
 1466 1162 465 18
 1467 1233 507 3
 1468 1047 534 38
 1469 1049 572 53
 1470 1045 608 95
 1471 1046 650 94
 1472 1046 689 67
 1473 1046 730 15
 1474 1044 763 62
 1475 1048 805 66
 1476 1047 847 13
 1477 1047 887 62
 1478 1105 805 54
 1479 1092 764 35
 1480 1074 727 82
 1481 1087 613 15
 1482 1086 533 39
 1483 1128 633 23
 1484 1142 529 35
 1485 1144 573 24
 1486 1142 610 23
 1487 1143 650 10
 1488 1146 690 40
 1489 1142 729 9
 1490 1141 768 3
 1491 1142 804 60
 1492 1185 592 91
 1493 1221 648 58
 1494 1218 861 79
 1495 1183 863 80
 1496 1094 900 15
 1497 1085 928 5
 1498 1029 942 83
 1499 1027 998 100
 1500 1144 1009 27
 1501 1174 996 60
 1502 1202 1000 88
 1503 1174 942 18
 1504 998 1066 34
 1505 998 1104 77
 1506 995 1145 6
 1507 999 1181 88
 1508 997 1222 78
 1509 996 1261 40
 1510 997 1298 92
 1511 998 1339 10
 1512 996 1393 9
 1513 1055 1431 18
 1514 1093 1452 25
 1515 1095 1424 4
 1516 1055 1400 72
 1517 1054 1363 47
 1518 1083 1384 13
 1519 1094 1355 39
 1520 1053 1325 78
 1521 1053 1284 29
 1522 1056 1249 54
 1523 1058 1210 17
 1524 1057 1172 62
 1525 1058 1136 11
 1526 1059 1092 15
 1527 1048 1056 56
 1528 1078 1154 3
 1529 1102 1171 28
 1530 1171 1055 11
 1531 1173 1093 38
 1532 1172 1135 53
 1533 1137 1134 12
 1534 1174 1179 59
 1535 1172 1212 38
 1536 1170 1251 1
 1537 1152 1270 72
 1538 1172 1292 90
 1539 1172 1330 53
 1540 1171 1368 58
 1541 1170 1408 69
 1542 784 30 1
 1543 806 107 68
 1544 842 85 37
 1545 844 130 38
 1546 843 166 73
 1547 844 206 18
 1548 843 245 13
 1549 845 282 78
 1550 843 322 79
 1551 843 361 72
 1552 882 166 2
 1553 884 88 97
 1554 930 85 22
 1555 933 127 65
 1556 932 163 8
 1557 931 205 42
 1558 931 246 99
 1559 904 264 38
 1560 929 286 20
 1561 933 321 92
 1562 930 370 57
 1563 991 165 35
 1564 826 440 99
 1565 965 459 21
 1566 581 79 68
 1567 642 90 90
 1568 642 128 26
 1569 637 164 99
 1570 642 208 95
 1571 641 248 99
 1572 641 285 23
 1573 642 323 65
 1574 640 361 1
 1575 671 360 20
 1576 681 164 45
 1577 680 84 5
 1578 710 437 100
 1579 730 359 98
 1580 732 321 90
 1581 767 323 83
 1582 726 287 16
 1583 727 244 6
 1584 726 117 94
 1585 729 166 5
 1586 729 130 61
 1587 728 86 37
 1588 805 594 59
 1589 782 653 73
 1590 842 631 38
 1591 855 706 15
 1592 872 799 87
 1593 845 826 71
 1594 843 864 94
 1595 890 848 69
 1596 889 883 77
 1597 950 919 35
 1598 932 883 6
 1599 929 846 96
 1600 930 804 46
 1601 925 765 82
 1602 933 726 52
 1603 928 689 56
 1604 958 690 7
 1605 932 651 85
 1606 929 612 85
 1607 931 570 60
 1608 929 535 99
 1609 1001 514 66
 1610 573 325 68
 1611 611 474 4
 1612 610 503 95
 1613 601 575 29
 1614 654 571 17
 1615 640 648 13
 1616 642 688 13
 1617 638 728 37
 1618 640 766 14
 1619 641 805 69
 1620 640 842 45
 1621 641 883 95
 1622 689 890 5
 1623 689 843 82
 1624 688 804 34
 1625 729 863 88
 1626 727 628 13
 1627 896 1027 52
 1628 881 971 94
 1629 823 961 47
 1630 746 958 33
 1631 602 953 18
 1632 599 1009 77
 1633 828 1065 97
 1634 803 1085 45
 1635 824 1104 57
 1636 825 1144 64
 1637 823 1181 55
 1638 823 1222 9
 1639 825 1261 58
 1640 821 1298 66
 1641 822 1356 25
 1642 843 1399 64
 1643 882 1336 64
 1644 881 1296 79
 1645 882 1263 92
 1646 880 1215 76
 1647 880 1178 85
 1648 882 1143 58
 1649 882 1102 33
 1650 879 1065 70
 1651 750 1088 53
 1652 753 1216 84
 1653 754 1258 36
 1654 773 1307 39
 1655 747 1358 57
 1656 710 1301 38
 1657 709 1261 27
 1658 707 1223 91
 1659 706 1181 58
 1660 707 1146 12
 1661 704 1102 11
 1662 708 1067 14
 1663 638 1105 69
 1664 639 1145 7
 1665 641 1179 13
 1666 637 1222 75
 1667 638 1256 29
 1668 639 1298 79
 1669 640 1337 41
 1670 640 1375 96
 1671 641 1415 2
 1672 602 1394 25
 1673 638 1455 42
 1674 1796 1505 18
 1675 1756 1494 65
 1676 1717 1484 52
 1677 1679 1484 16
 1678 1631 1473 25
 1679 1533 1492 21
 1680 1051 1481 11
 1681 1002 1482 54
 1682 811 1481 75
 1683 1758 1524 17
 1684 1719 1525 57
 1685 1678 1524 32
 1686 1640 1525 17
 1687 1601 1522 62
 1688 1563 1524 15
 1689 1523 1524 25
 1690 1485 1521 51
 1691 1448 1524 57
 1692 1408 1523 89
 1693 1370 1524 65
 1694 1332 1523 76
 1695 1292 1524 8
 1696 1252 1523 68
 1697 1215 1523 48
 1698 1175 1522 26
 1699 1140 1523 30
 1700 1097 1524 61
 1701 1060 1522 14
 1702 1022 1522 6
 1703 982 1521 26
 1704 947 1522 66
 1705 905 1521 98
 1706 865 1522 86
 1707 829 1522 60
 1708 790 1523 52
 1709 752 1520 89
 1710 713 1520 91
 1711 675 1521 6
 1712 634 1522 22
 1713 597 1521 47
 1714 557 1521 21
 1715 1757 1647 48
 1716 1759 1687 5
 1717 1739 1773 24
 1718 1720 1598 14
 1719 1699 1744 38
 1720 1679 1696 25
 1721 1660 1559 4
 1722 1640 1658 73
 1723 1622 1820 49
 1724 1606 1548 43
 1725 1563 1551 44
 1726 1574 1596 52
 1727 1574 1763 8
 1728 1548 1832 68
 1729 1488 1562 48
 1730 1451 1561 69
 1731 1464 1610 78
 1732 1488 1715 12
 1733 1410 1627 18
 1734 1411 1693 32
 1735 1391 1776 8
 1736 1370 1594 19
 1737 1361 1626 95
 1738 1334 1754 100
 1739 1313 1783 64
 1740 1274 1560 41
 1741 1178 1813 32
 1742 1140 1814 6
 1743 1080 1693 99
 1744 1042 1706 88
 1745 1004 1636 84
 1746 927 1618 87
 1747 928 1667 66
 1748 869 1743 22
 1749 871 1842 90
 1750 830 1765 75
 1751 811 1642 72
 1752 782 1630 3
 1753 752 1611 82
 1754 713 1570 18
 1755 716 1842 68
 1756 676 1751 12
 1757 676 1821 24
 1758 628 1762 37
 1759 611 1716 89
 1760 634 1596 91
 1761 598 1607 76
 1762 560 1646 88
 1763 560 1685 93
 1764 521 1784 25
 1765 1756 1869 33
 1766 1717 1869 69
 1767 1680 1870 77
 1768 1642 1871 25
 1769 1602 1871 27
 1770 1564 1871 18
 1771 1526 1870 59
 1772 1487 1871 41
 1773 1448 1873 76
 1774 1409 1871 35
 1775 1369 1872 13
 1776 1333 1872 14
 1777 1294 1872 57
 1778 1253 1873 2
 1779 1218 1872 57
 1780 1176 1870 1
 1781 1139 1869 16
 1782 1100 1872 43
 1783 1061 1871 65
 1784 1024 1869 63
 1785 983 1871 94
 1786 945 1870 66
 1787 904 1870 72
 1788 869 1870 2
 1789 829 1870 54
 1790 789 1872 68
 1791 751 1867 14
 1792 713 1872 65
 1793 674 1868 88
 1794 637 1869 23
 1795 596 1871 24
 1796 557 1872 56
 1797 1642 1902 79
 1798 1563 1899 14
 1799 1456 1928 4
 1800 1256 1899 100
 1801 1234 1936 5
 1802 1144 1909 9
 1803 1102 1910 87
 1804 1060 1909 33
 1805 984 1898 53
 1806 948 1909 13
 1807 883 1927 36
 1808 848 1907 50
 1809 769 1906 82
 1810 716 1899 44
 1811 674 1908 63
 1812 599 1908 94
 1813 1475 1984 89
 1814 1428 2007 34
 1815 1429 2044 97
 1816 1430 2082 92
 1817 1430 2122 28
 1818 1429 2160 47
 1819 1429 2198 22
 1820 1430 2238 39
 1821 1429 2277 52
 1822 1428 2314 76
 1823 1432 2369 33
 1824 1428 2391 57
 1825 1429 2427 93
 1826 1425 2493 64
 1827 1380 2004 15
 1828 1410 2102 85
 1829 1380 2239 17
 1830 1409 2370 26
 1831 1352 2311 78
 1832 1351 2340 5
 1833 1351 2410 97
 1834 1313 2156 31
 1835 1270 2334 20
 1836 1274 2490 26
 1837 1379 2550 35
 1838 1343 2547 41
 1839 1362 2602 4
 1840 1291 2527 17
 1841 1265 2560 95
 1842 1286 2635 48
 1843 1363 2662 97
 1844 1369 2701 9
 1845 1394 2722 38
 1846 1371 2740 25
 1847 1370 2782 95
 1848 1370 2817 54
 1849 1369 2857 100
 1850 1409 2886 75
 1851 1369 2894 5
 1852 1369 2935 76
 1853 1273 2933 44
 1854 1272 2893 29
 1855 1273 2852 4
 1856 1274 2814 81
 1857 1275 2780 85
 1858 1272 2737 48
 1859 1271 2701 42
 1860 1273 2664 84
 1861 1234 2963 42
 1862 1272 2961 73
 1863 1390 2982 67
 1864 1252 3025 74
 1865 1343 3049 64
 1866 1372 3087 23
 1867 1372 3128 64
 1868 1373 3166 50
 1869 1371 3201 34
 1870 1372 3240 86
 1871 1369 3287 36
 1872 1369 3317 51
 1873 1374 3358 21
 1874 1328 3417 28
 1875 1294 3421 30
 1876 1271 3357 82
 1877 1276 3318 29
 1878 1274 3278 67
 1879 1233 3280 100
 1880 1273 3239 56
 1881 1275 3199 11
 1882 1273 3164 18
 1883 1276 3126 6
 1884 1275 3085 93
 1885 1224 3184 93
 1886 1194 3144 64
 1887 1320 3201 67
 1888 1322 3260 59
 1889 1392 3504 54
 1890 1423 3532 37
 1891 1399 3764 8
 1892 1408 3862 53
 1893 1439 3890 90
 1894 1370 3528 52
 1895 1370 3569 50
 1896 1368 3612 52
 1897 1369 3646 80
 1898 1371 3683 10
 1899 1370 3723 17
 1900 1370 3765 2
 1901 1367 3801 99
 1902 1368 3840 85
 1903 1367 3882 93
 1904 1331 3871 96
 1905 1332 3792 75
 1906 1312 3586 84
 1907 1274 3528 3
 1908 1272 3567 9
 1909 1272 3606 100
 1910 1272 3648 41
 1911 1273 3683 68
 1912 1272 3722 80
 1913 1273 3764 16
 1914 1274 3808 59
 1915 1274 3841 9
 1916 1274 3879 30
 1917 1234 2182 35
 1918 1248 2241 84
 1919 1226 2276 43
 1920 1195 2006 21
 1921 1198 2043 39
 1922 1199 2079 71
 1923 1197 2119 50
 1924 1199 2162 16
 1925 1196 2200 1
 1926 1198 2238 31
 1927 1195 2278 25
 1928 1197 2317 27
 1929 1198 2357 83
 1930 1196 2392 36
 1931 1197 2432 11
 1932 1206 2489 98
 1933 1157 2003 85
 1934 1157 2042 9
 1935 1158 2081 86
 1936 1158 2118 68
 1937 1159 2162 57
 1938 1156 2200 100
 1939 1156 2240 80
 1940 1156 2278 9
 1941 1159 2315 61
 1942 1157 2351 30
 1943 1160 2393 31
 1944 1159 2431 20
 1945 1155 2472 94
 1946 1161 2509 99
 1947 1119 2470 58
 1948 1191 2576 19
 1949 1119 2573 78
 1950 1194 2740 62
 1951 1155 2661 100
 1952 1159 2700 9
 1953 1159 2738 72
 1954 1160 2776 76
 1955 1161 2815 36
 1956 1159 2854 57
 1957 1157 2892 23
 1958 1163 2929 9
 1959 1108 2815 30
 1960 1108 2912 63
 1961 1082 2758 28
 1962 1062 2657 59
 1963 1063 2701 8
 1964 1064 2739 18
 1965 1062 2776 52
 1966 1063 2816 30
 1967 1061 2850 73
 1968 1060 2894 31
 1969 1059 2933 91
 1970 1176 3028 13
 1971 1158 3088 61
 1972 1160 3126 32
 1973 1155 3166 62
 1974 1158 3201 86
 1975 1159 3242 40
 1976 1157 3282 10
 1977 1158 3320 47
 1978 1158 3356 57
 1979 1109 3068 96
 1980 1121 3105 52
 1981 1097 3206 67
 1982 1064 3088 1
 1983 1062 3131 50
 1984 1064 3162 37
 1985 1062 3203 2
 1986 1061 3241 99
 1987 1059 3280 58
 1988 1061 3320 19
 1989 1062 3357 73
 1990 1213 3625 22
 1991 1224 3667 21
 1992 1186 3743 32
 1993 1204 3783 59
 1994 1157 3530 26
 1995 1158 3569 62
 1996 1159 3611 98
 1997 1160 3645 64
 1998 1153 3686 21
 1999 1158 3729 92
 2000 1158 3765 21
 2001 1156 3801 26
 2002 1157 3843 75
 2003 1157 3880 5
 2004 1118 3501 17
 2005 1118 3794 22
 2006 1118 3870 94
 2007 1059 3529 88
 2008 1061 3568 92
 2009 1063 3607 31
 2010 1062 3647 69
 2011 1061 3682 96
 2012 1062 3730 77
 2013 1059 3763 85
 2014 1061 3801 42
 2015 1059 3842 56
 2016 1060 3880 99
 2017 954 1976 71
 2018 955 2023 33
 2019 1083 2026 79
 2020 1073 2061 40
 2021 1012 2100 74
 2022 1072 2198 39
 2023 981 2279 67
 2024 1050 2507 49
 2025 964 2624 77
 2026 1005 2681 62
 2027 984 2719 98
 2028 1031 3009 70
 2029 1004 3059 93
 2030 970 3018 22
 2031 1003 3426 59
 2032 968 3425 54
 2033 928 2006 92
 2034 928 2048 57
 2035 928 2081 5
 2036 927 2122 95
 2037 927 2159 2
 2038 928 2200 10
 2039 925 2241 50
 2040 927 2276 23
 2041 926 2317 52
 2042 928 2354 24
 2043 926 2391 62
 2044 929 2429 74
 2045 926 2469 24
 2046 924 2508 60
 2047 886 2003 91
 2048 889 2045 64
 2049 888 2083 73
 2050 888 2120 25
 2051 889 2159 19
 2052 887 2201 14
 2053 886 2241 54
 2054 890 2276 63
 2055 886 2315 16
 2056 888 2353 40
 2057 888 2392 68
 2058 886 2430 85
 2059 887 2468 99
 2060 889 2509 21
 2061 910 2588 79
 2062 947 2662 7
 2063 869 2633 8
 2064 947 2659 18
 2065 946 2700 83
 2066 946 2740 47
 2067 946 2777 81
 2068 947 2815 28
 2069 945 2856 64
 2070 947 2894 85
 2071 944 2932 84
 2072 847 2929 31
 2073 848 2891 48
 2074 850 2854 61
 2075 847 2813 93
 2076 848 2775 43
 2077 847 2736 44
 2078 849 2699 31
 2079 849 2665 11
 2080 863 2987 9
 2081 867 3019 27
 2082 944 3021 72
 2083 941 3088 100
 2084 944 3127 99
 2085 945 3160 81
 2086 945 3203 35
 2087 943 3242 32
 2088 945 3275 40
 2089 946 3321 46
 2090 945 3359 91
 2091 849 3087 14
 2092 849 3125 37
 2093 850 3162 71
 2094 848 3202 55
 2095 850 3242 81
 2096 850 3283 12
 2097 853 3319 74
 2098 938 3441 86
 2099 910 3440 52
 2100 943 3530 98
 2101 947 3570 46
 2102 943 3609 43
 2103 946 3647 24
 2104 947 3683 57
 2105 947 3725 38
 2106 947 3761 69
 2107 946 3803 18
 2108 946 3843 48
 2109 946 3883 77
 2110 904 3703 96
 2111 928 3742 83
 2112 904 3793 20
 2113 895 3834 5
 2114 897 3859 24
 2115 867 3522 72
 2116 848 3607 73
 2117 848 3647 59
 2118 849 3683 58
 2119 848 3727 22
 2120 852 3757 92
 2121 850 3800 6
 2122 849 3841 27
 2123 850 3878 55
 2124 826 3821 25
 2125 811 3858 88
 2126 694 1955 39
 2127 824 1976 70
 2128 804 2041 46
 2129 793 2081 33
 2130 762 2117 65
 2131 803 2142 35
 2132 750 2159 51
 2133 773 2180 23
 2134 861 2487 73
 2135 831 2503 18
 2136 842 2583 47
 2137 759 2718 97
 2138 791 2779 91
 2139 780 2967 33
 2140 829 3000 8
 2141 808 3237 31
 2142 819 3279 3
 2143 760 3319 24
 2144 780 3424 62
 2145 808 3444 67
 2146 785 3527 13
 2147 780 3572 48
 2148 748 3550 78
 2149 750 3708 1
 2150 655 1966 72
 2151 656 2011 11
 2152 655 2040 82
 2153 656 2082 72
 2154 658 2123 61
 2155 656 2160 97
 2156 656 2198 52
 2157 658 2239 22
 2158 657 2274 41
 2159 657 2314 17
 2160 657 2356 70
 2161 657 2390 17
 2162 654 2430 57
 2163 655 2469 6
 2164 656 2509 89
 2165 599 2004 39
 2166 597 2042 98
 2167 598 2081 32
 2168 596 2122 26
 2169 598 2161 60
 2170 599 2196 15
 2171 600 2239 93
 2172 597 2278 41
 2173 597 2317 15
 2174 598 2354 58
 2175 597 2393 94
 2176 598 2432 75
 2177 597 2516 30
 2178 598 2551 22
 2179 734 2663 39
 2180 735 2701 80
 2181 735 2741 53
 2182 735 2780 22
 2183 735 2814 67
 2184 734 2851 41
 2185 732 2896 16
 2186 734 2932 78
 2187 704 2834 46
 2188 680 2771 80
 2189 689 2693 33
 2190 697 2630 5
 2191 657 2881 36
 2192 639 2595 14
 2193 636 2631 100
 2194 639 2673 57
 2195 637 2708 8
 2196 635 2748 9
 2197 635 2787 14
 2198 635 2822 47
 2199 636 2863 40
 2200 636 2902 62
 2201 636 2944 44
 2202 598 2592 23
 2203 600 2629 87
 2204 596 2671 49
 2205 598 2707 12
 2206 596 2748 48
 2207 596 2787 37
 2208 597 2825 39
 2209 598 2863 32
 2210 595 2900 87
 2211 595 2943 87
 2212 733 3020 72
 2213 628 2998 5
 2214 547 3010 47
 2215 734 3087 5
 2216 733 3125 72
 2217 736 3164 7
 2218 732 3202 45
 2219 732 3237 4
 2220 733 3277 95
 2221 734 3320 26
 2222 703 3459 10
 2223 692 3587 96
 2224 733 3607 12
 2225 731 3644 84
 2226 733 3687 74
 2227 734 3723 82
 2228 732 3767 68
 2229 732 3804 73
 2230 734 3844 75
 2231 733 3880 66
 2232 674 3086 31
 2233 676 3122 59
 2234 674 3169 4
 2235 674 3199 31
 2236 672 3241 70
 2237 675 3279 42
 2238 677 3320 46
 2239 676 3359 40
 2240 675 3396 14
 2241 674 3436 99
 2242 666 3472 61
 2243 676 3531 94
 2244 675 3571 6
 2245 672 3609 16
 2246 674 3648 92
 2247 675 3684 58
 2248 675 3726 56
 2249 674 3764 27
 2250 674 3802 83
 2251 674 3844 3
 2252 676 3877 43
 2253 578 3144 39
 2254 620 3223 72
 2255 640 3271 8
 2256 607 3341 78
 2257 636 3439 88
 2258 597 3533 3
 2259 609 3940 96
 2260 438 49 12
 2261 417 284 42
 2262 457 122 78
 2263 453 162 80
 2264 454 202 52
 2265 456 242 35
 2266 457 282 72
 2267 457 320 8
 2268 456 361 94
 2269 484 185 97
 2270 524 122 6
 2271 525 166 8
 2272 526 204 31
 2273 523 245 82
 2274 524 283 47
 2275 526 323 96
 2276 524 361 27
 2277 559 390 50
 2278 390 410 68
 2279 363 47 2
 2280 339 124 86
 2281 340 165 22
 2282 340 204 95
 2283 342 243 8
 2284 341 282 94
 2285 341 323 18
 2286 342 359 40
 2287 322 48 33
 2288 302 127 66
 2289 300 163 88
 2290 302 203 24
 2291 301 244 49
 2292 302 285 82
 2293 305 325 91
 2294 304 362 53
 2295 247 382 32
 2296 223 282 55
 2297 212 110 26
 2298 233 50 22
 2299 169 41 95
 2300 186 128 38
 2301 186 164 9
 2302 186 203 76
 2303 189 246 88
 2304 186 285 4
 2305 186 322 81
 2306 188 361 66
 2307 148 358 90
 2308 147 322 5
 2309 147 287 80
 2310 150 244 20
 2311 149 207 60
 2312 149 166 28
 2313 149 129 51
 2314 111 168 69
 2315 91 51 11
 2316 54 48 50
 2317 33 126 46
 2318 33 167 97
 2319 35 118 75
 2320 35 248 9
 2321 33 360 85
 2322 31 364 34
 2323 33 368 6
 2324 34 372 14
 2325 33 323 91
 2326 34 362 60
 2327 63 360 87
 2328 90 324 11
 2329 534 473 39
 2330 529 610 3
 2331 494 504 68
 2332 467 475 83
 2333 437 532 83
 2334 454 603 39
 2335 397 524 45
 2336 415 479 84
 2337 366 604 25
 2338 322 524 25
 2339 312 465 72
 2340 272 522 69
 2341 273 571 44
 2342 262 436 95
 2343 229 452 70
 2344 224 484 23
 2345 119 573 2
 2346 117 526 46
 2347 54 574 68
 2348 52 493 65
 2349 64 453 47
 2350 4 554 28
 2351 -47 512 90
 2352 4 602 47
 2353 34 632 61
 2354 12 666 13
 2355 550 691 27
 2356 525 650 32
 2357 525 689 54
 2358 521 729 30
 2359 523 766 20
 2360 523 805 100
 2361 521 841 3
 2362 527 884 46
 2363 455 1299 30
 2364 427 884 63
 2365 428 843 58
 2366 429 804 47
 2367 428 768 55
 2368 427 728 35
 2369 426 685 60
 2370 430 648 80
 2371 370 725 34
 2372 387 781 11
 2373 367 823 92
 2374 311 883 74
 2375 311 839 81
 2376 313 801 91
 2377 313 767 48
 2378 309 724 82
 2379 311 685 34
 2380 316 649 24
 2381 234 650 14
 2382 234 685 16
 2383 234 724 41
 2384 212 745 32
 2385 233 764 94
 2386 233 802 95
 2387 235 843 68
 2388 236 885 24
 2389 158 670 97
 2390 117 646 27
 2391 118 688 24
 2392 119 728 77
 2393 118 767 36
 2394 120 805 100
 2395 119 842 51
 2396 120 882 43
 2397 544 1038 82
 2398 522 951 85
 2399 477 1046 42
 2400 475 979 24
 2401 449 1050 56
 2402 396 976 40
 2403 299 941 31
 2404 243 918 11
 2405 262 991 7
 2406 214 951 72
 2407 205 987 60
 2408 225 1026 28
 2409 166 979 51
 2410 127 1015 51
 2411 106 972 58
 2412 89 1017 3
 2413 23 968 13
 2414 -61 801 50
 2415 -57 32 45
 2416 523 1103 88
 2417 524 1143 15
 2418 523 1183 63
 2419 522 1223 16
 2420 523 1256 34
 2421 523 1296 74
 2422 523 1337 52
 2423 523 1377 3
 2424 526 1415 12
 2425 523 1454 12
 2426 476 1084 32
 2427 476 1121 97
 2428 475 1162 11
 2429 475 1199 39
 2430 477 1241 9
 2431 474 1277 9
 2432 475 1316 37
 2433 478 1355 36
 2434 478 1394 97
 2435 475 1431 48
 2436 475 1473 44
 2437 878 1506 49
 2438 474 1549 5
 2439 475 1587 17
 2440 475 1625 2
 2441 478 1665 29
 2442 475 1706 48
 2443 475 1743 56
 2444 476 1781 38
 2445 476 1830 50
 2446 476 1912 49
 2447 436 1087 93
 2448 439 1123 19
 2449 438 1160 40
 2450 434 1202 82
 2451 436 1238 88
 2452 435 1281 65
